Report Name: LNDEMO_EQ_ASIA_ESG_ATTR_BRINSON,,,,,,,,,,,,,,
Portfolio: LPDEMO_ASIA_ESG,,,,,,,,,,,,,,
Benchmark: MXAP,,,,,,,,,,,,,,
Run Date: 07/22/2020,,,,,,,,,,,,,,
Period: 12/31/2019 - 07/21/2020,,,,,,,,,,,,,,
Base Currency: USD,,,,,,,,,,,,,,
Classification: BICS Sector,,,,,,,,,,,,,,
Level,Name,Avg % Wgt[P],Avg % Wgt[B],Avg % Wgt[D],CTR[P],CTR[B],CTR[D],Tot Rtn[P],Tot Rtn[B],Tot Rtn[D],Tot Attr,Alloc,Selec,Curr
2,9910 TT,,0.02047638,-0.02047638,,-0.00156708,0.00156708,,-7.13650921,7.13650921,0.00039857,,0.00076186,-0.0003633
2,9921 TT,,0.02166447,-0.02166447,,0.01114432,-0.01114432,,46.8673067,-46.8673067,-0.01407288,,-0.01367541,-0.00039747
2,9983 JP,0.82238487,0.32888109,0.49350378,-0.04135647,-0.02070571,-0.02065076,-6.79122576,-6.79122576,0,0.00298777,,-0.00543337,0.00842114
2,9989 JP,,0.02599203,-0.02599203,,-0.00165634,0.00165634,,-6.96061232,6.96061232,0.0004689,,0.00069542,-0.00022652
2,AAGB MK,,0.00303398,-0.00303398,,-0.00418514,0.00418514,,-61.81111538,61.81111538,0.00408322,,0.00386631,0.00021691
2,ACES IJ,,0.00751468,-0.00751468,,0.00001744,-0.00001744,,3.91903651,-3.91903651,-0.0010374,,-0.00151089,0.00047349
2,AL IN,,0.00821285,-0.00821285,,-0.00857911,0.00857911,,-50.32170624,50.32170624,0.00669328,,0.00602691,0.00066637
2,ALL AU,0.98749207,0.11700833,0.87048374,-0.25636265,-0.03324424,-0.22311841,-19.52137906,-19.52137906,0,-0.12018493,,-0.1100827,-0.01010223
2,ASII IJ,,0.07682497,-0.07682497,,-0.03154975,0.03154975,,-24.5762842,24.5762842,0.02104909,,0.01525487,0.00579422
2,BJAUT IN,,0.03359359,-0.03359359,,-0.00323343,0.00323343,,-5.91046529,5.91046529,-0.00042655,,-0.00191016,0.00148361
2,BOS IN,,0.01188601,-0.01188601,,-0.00430462,0.00430462,,-18.24703926,18.24703926,0.00266689,,0.00204474,0.00062216
2,CIT SP,1.55084358,0.03174865,1.51909494,-0.45939057,-0.0101408,-0.44924977,-23.44261486,-23.44261486,0,-0.30126752,,-0.24759383,-0.0536737
2,CPALL TB,,0.13855002,-0.13855002,,-0.0172915,0.0172915,,-12.34953454,12.34953454,0.00982022,,0.00256796,0.00725226
2,CRC TB,,0.01547823,-0.01547823,,-0.00387775,0.00387775,,-28.64862412,28.64862412,0.00477361,,0.0048514,-0.00007778
2,CWN AU,,0.026447,-0.026447,,-0.00608933,0.00608933,,-17.70284507,17.70284507,0.00504578,,0.0050475,-0.00000172
2,EIM IN,,0.03364525,-0.03364525,,-0.0076771,0.0076771,,-13.97179551,13.97179551,0.00396995,,0.00239871,0.00157124
2,FLT AU,,0.00869029,-0.00869029,,-0.01116534,0.01116534,,-68.85851101,68.85851101,0.01075841,,0.00976924,0.00098917
2,GENM MK,,0.01985115,-0.01985115,,-0.00687418,0.00687418,,-24.71640094,24.71640094,0.00519742,,0.00426877,0.00092865
2,GENS SP,,0.03724599,-0.03724599,,-0.00697011,0.00697011,,-16.20871021,16.20871021,0.00487667,,0.00374708,0.00112958
2,GENT MK,,0.02495817,-0.02495817,,-0.01203557,0.01203557,,-34.92609185,34.92609185,0.01091,,0.00983351,0.00107649
2,GTCAP PM,,0.01146232,-0.01146232,,-0.00887588,0.00887588,,-45.87315621,45.87315621,0.00795513,,0.00813501,-0.00017988
2,HMCL IN,,0.03175016,-0.03175016,,0.00491448,-0.00491448,,15.34005149,-15.34005149,-0.00920772,,-0.01044068,0.00123296
2,HMPRO TB,,0.02915332,-0.02915332,,-0.0017359,0.0017359,,-5.6900721,5.6900721,-0.00027013,,-0.00171963,0.0014495
2,HTHT US,,0.04908439,-0.04908439,,-0.00490878,0.00490878,,-10.92620027,10.92620027,0.00337816,,0.00337816,0
2,HVN AU,,0.01065862,-0.01065862,,-0.00455269,0.00455269,,-24.36255069,24.36255069,0.00236051,,0.00123474,0.00112576
2,INDIGO IN,,0.01541694,-0.01541694,,-0.00633224,0.00633224,,-30.95945328,30.95945328,0.00500459,,0.00420072,0.00080386
2,JCNC SP,,0.01820072,-0.01820072,,-0.00804907,0.00804907,,-32.05400447,32.05400447,0.00679226,,0.00606088,0.00073137
2,JFC PM,,0.01452482,-0.01452482,,-0.00787362,0.00787362,,-35.73240019,35.73240019,0.00688261,,0.00713506,-0.00025245
2,JUBI IN,,0.00436842,-0.00436842,,0.00107942,-0.00107942,,6.53600028,-6.53600028,-0.00005357,,0.00014919,-0.00020277
2,LH TB,,0.02322244,-0.02322244,,-0.00643613,0.00643613,,-20.1117302,20.1117302,0.004554,,0.00309978,0.00145422
2,MINT TB,,0.02312331,-0.02312331,,-0.01742883,0.01742883,,-45.84666547,45.84666547,0.01612181,,0.01451798,0.00160383
2,MLCO US,,0.04062102,-0.04062102,,-0.0159783,0.0159783,,-30.49874116,30.49874116,0.01587045,,0.01587045,0
2,MM IN,,0.05019266,-0.05019266,,0.0006457,-0.0006457,,6.12254735,-6.12254735,-0.00949969,,-0.01165124,0.00215156
2,MSIL IN,,0.09463528,-0.09463528,,-0.02667677,0.02667677,,-20.5480373,20.5480373,0.01813382,,0.01403317,0.00410065
2,MSS IN,,0.01362032,-0.01362032,,-0.00747317,0.00747317,,-35.3316138,35.3316138,0.006893,,0.0063716,0.00052139
2,NIO US,,0.03913885,-0.03913885,,0.07976218,-0.07976218,,220.39801,-220.39801,-0.09779793,,-0.09779793,0
2,PAG IN,,0.0163044,-0.0163044,,-0.00475507,0.00475507,,-21.3655663,21.3655663,0.00320978,,0.00236292,0.00084686
2,PGOLD PM,,0.00248915,-0.00248915,,0.00088251,-0.00088251,,9.44166058,-9.44166058,-0.00030195,,-0.00006923,-0.00023272
2,QAN AU,,0.02458884,-0.02458884,,-0.01780392,0.01780392,,-45.96155491,45.96155491,0.01783758,,0.01724342,0.00059416
2,ROBINS TB,,0.00248536,-0.00248536,,-0.00798012,0.00798012,,-71.61655927,71.61655927,0.00904685,,0.0086231,0.00042375
2,SIA SP,0.44529622,0.03403165,0.41126457,-0.28232732,-0.01816572,-0.2641616,-43.76798057,-43.76798095,0.00000038,-0.18390788,,-0.16029904,-0.02360884
2,SIME MK,,0.01429409,-0.01429409,,-0.00106145,0.00106145,,-7.4415091,7.4415091,0.00019666,,-0.0003834,0.00058006
2,SM PM,,0.04783811,-0.04783811,,-0.00431103,0.00431103,,-8.61182336,8.61182336,0.00183249,,0.0030208,-0.0011883
2,TAH AU,,0.05191752,-0.05191752,,-0.01573462,0.01573462,,-21.58782803,21.58782803,0.01210902,,0.01110147,0.00100754
2,TTAN IN,,0.0477843,-0.0477843,,-0.01358874,0.01358874,,-18.39796732,18.39796732,0.00693826,,0.00431204,0.00262621
2,TTMT IN,,0.02866221,-0.02866221,,-0.02213414,0.02213414,,-44.06614401,44.06614401,0.02020011,,0.01886399,0.00133611
2,UNTR IJ,,0.02198529,-0.02198529,,-0.00347418,0.00347418,,-11.43993454,11.43993454,0.00163467,,0.0005861,0.00104857
2,WES AU,1.20273877,0.336359,0.86637977,0.20876216,0.05418203,0.15458012,16.48775369,16.48775369,0,0.18064484,,0.16464288,0.01600195
2,YUMC US,,0.18221341,-0.18221341,,0.02578128,-0.02578128,,11.9008832,-11.9008832,-0.03759519,,-0.03759519,0
1,"Consumer, Non-cyclical",15.48751734,14.84139347,0.64612387,0.03192773,1.26395309,-1.23202536,-0.67931855,7.48213642,-8.16145497,-1.13423427,0.06282747,-1.33061679,0.13355505
2,000028 C2,,0.00155152,-0.00155152,,0.00007333,-0.00007333,,6.66889728,-6.66889728,0.00003458,,0.00002465,0.00000993
2,000100 KS,,0.02036993,-0.02036993,,0.00143333,-0.00143333,,5.32931064,-5.32931064,0.00036781,,-0.00026992,0.00063773
2,000423 C2,,0.00197368,-0.00197368,,0.00006223,-0.00006223,,2.98757808,-2.98757808,0.00008212,,0.00007555,0.00000657
2,000513 C2,,0.00234027,-0.00234027,,0.00101543,-0.00101543,,54.38357501,-54.38357501,-0.00081427,,-0.00082316,0.0000089
2,000538 C2,,0.01049563,-0.01049563,,0.00284406,-0.00284406,,26.61985103,-26.61985103,-0.00184959,,-0.00188516,0.00003556
2,000568 C2,,0.01168907,-0.01168907,,0.00366239,-0.00366239,,32.17520249,-32.17520249,-0.00272528,,-0.0027329,0.00000762
2,000596 C2,,0.00497303,-0.00497303,,0.00207535,-0.00207535,,45.39328331,-45.39328331,-0.00170728,,-0.0017238,0.00001652
2,000623 C2,,0.0017675,-0.0017675,,0.00007526,-0.00007526,,6.04159941,-6.04159941,0.00004653,,0.00003656,0.00000997
2,000661 C2,,0.01012984,-0.01012984,,0.00897699,-0.00897699,,114.2134154,-114.2134154,-0.00787877,,-0.00781845,-0.00006033
2,000729 C2,,0.00166073,-0.00166073,,0.00025926,-0.00025926,,15.22376608,-15.22376608,-0.00012406,,-0.00013045,0.00000639
2,000739 C2,,0.00059341,-0.00059341,,0.00067546,-0.00067546,,35.62648862,-35.62648862,-0.00053831,,-0.00049056,-0.00004775
2,000858 C2,,0.05116298,-0.05116298,,0.02647476,-0.02647476,,56.01874287,-56.01874287,-0.02209491,,-0.02202442,-0.00007049
2,000860 C2,,0.00391186,-0.00391186,,0.00082064,-0.00082064,,25.40789889,-25.40789889,-0.00057078,,-0.00059155,0.00002077
2,000876 C2,,0.0108668,-0.0108668,,0.00472324,-0.00472324,,60.53213767,-60.53213767,-0.00385338,,-0.00390735,0.00005397
2,000895 C2,,0.00992951,-0.00992951,,0.00698655,-0.00698655,,96.31749633,-96.31749633,-0.00605994,,-0.00609477,0.00003483
2,000963 C2,,0.00352786,-0.00352786,,0.00073272,-0.00073272,,18.57186271,-18.57186271,-0.00042131,,-0.00042257,0.00000126
2,000998 C2,,0.00212441,-0.00212441,,0.00018398,-0.00018398,,13.61536055,-13.61536055,-0.00005949,,-0.00007345,0.00001396
2,000999 C2,,0.00280814,-0.00280814,,-0.00019977,0.00019977,,-3.537575,3.537575,0.00034728,,0.00031459,0.0000327
2,002001 C2,,0.00534209,-0.00534209,,0.00140266,-0.00140266,,32.90886475,-32.90886475,-0.00103529,,-0.00107255,0.00003725
2,002007 C2,,0.00633138,-0.00633138,,0.00469523,-0.00469523,,101.1328458,-101.1328458,-0.00406139,,-0.00408188,0.00002048
2,002019 C2,,0.00225382,-0.00225382,,0.00143108,-0.00143108,,80.63730244,-80.63730244,-0.00126201,,-0.00126682,0.00000482
2,002030 C2,,0.00052675,-0.00052675,,0.00109287,-0.00109287,,72.10826312,-72.10826312,-0.00096672,,-0.0009271,-0.00003962
2,002038 C2,,0.00092883,-0.00092883,,-0.00024062,0.00024062,,-16.60253793,16.60253793,0.0002481,,0.00021423,0.00003388
2,002044 C2,,0.00474448,-0.00474448,,0.00025255,-0.00025255,,7.49269373,-7.49269373,0.00004985,,0.00002902,0.00002083
2,002124 C2,,0.00093494,-0.00093494,,-0.00025563,0.00025563,,-19.60617561,19.60617561,0.00028852,,0.000258,0.00003052
2,002157 C2,,0.00394611,-0.00394611,,0.0007696,-0.0007696,,21.95838847,-21.95838847,-0.0004745,,-0.0004943,0.0000198
2,002180 C2,,0.00340068,-0.00340068,,-0.00006775,0.00006775,,8.59442811,-8.59442811,0.00005655,,0.0000234,0.00003315
2,002223 C2,,0.00302194,-0.00302194,,0.00158836,-0.00158836,,83.53885848,-83.53885848,-0.00133702,,-0.00135095,0.00001393
2,002252 C2,,0.00289234,-0.00289234,,0.00027882,-0.00027882,,9.38107813,-9.38107813,0.00021571,,0.000198,0.0000177
2,002294 C2,,0.0018063,-0.0018063,,0.00145123,-0.00145123,,79.24421675,-79.24421675,-0.00127892,,-0.00126874,-0.00001018
2,002299 C2,,0.00246953,-0.00246953,,0.00068808,-0.00068808,,28.49767678,-28.49767678,-0.00048303,,-0.00047244,-0.0000106
2,002304 C2,,0.01450182,-0.01450182,,0.00341526,-0.00341526,,23.72095644,-23.72095644,-0.00227928,,-0.00228841,0.00000913
2,002311 C2,,0.00611078,-0.00611078,,0.00323522,-0.00323522,,57.95539555,-57.95539555,-0.00256897,,-0.0025845,0.00001553
2,002385 C2,,0.00318935,-0.00318935,,0.002025,-0.002025,,106.1138689,-106.1138689,-0.00177688,,-0.00178934,0.00001246
2,002399 C2,,0.00225454,-0.00225454,,0.00051534,-0.00051534,,31.6527426,-31.6527426,-0.00039589,,-0.00040476,0.00000887
2,002422 C2,,0.00301475,-0.00301475,,-0.00021347,0.00021347,,-4.61581874,4.61581874,0.00040384,,0.00037862,0.00002522
2,002424 C2,,0.00088734,-0.00088734,,-0.00007146,0.00007146,,-5.20371453,5.20371453,0.00008844,,0.00005378,0.00003466
2,002507 C2,,0.00232043,-0.00232043,,0.00092069,-0.00092069,,44.5580889,-44.5580889,-0.00070489,,-0.00071073,0.00000584
2,002511 C2,,0.00064576,-0.00064576,,0.00079314,-0.00079314,,34.76815126,-34.76815126,-0.00064061,,-0.00058831,-0.0000523
2,002557 C2,,0.00062541,-0.00062541,,-0.00025917,0.00025917,,-10.05983102,10.05983102,0.00039731,,0.00044832,-0.00005101
2,002603 C2,,0.00270811,-0.00270811,,0.00232589,-0.00232589,,151.8322116,-151.8322116,-0.0019184,,-0.00193401,0.00001561
2,002607 C2,,0.00107913,-0.00107913,,0.00065164,-0.00065164,,16.10765335,-16.10765335,-0.0004028,,-0.00031599,-0.00008681
2,002714 C2,,0.0228553,-0.0228553,,0.01313417,-0.01313417,,83.07142057,-83.07142057,-0.01134703,,-0.01140186,0.00005483
2,002773 C2,,0.00267706,-0.00267706,,0.00080283,-0.00080283,,31.80763959,-31.80763959,-0.00054201,,-0.00055401,0.000012
2,002790 KS,,0.0161837,-0.0161837,,-0.00787709,0.00787709,,-35.90450353,35.90450353,0.00900384,,0.00834485,0.00065898
2,002821 C2,,0.00405377,-0.00405377,,0.00220688,-0.00220688,,80.48442232,-80.48442232,-0.00194467,,-0.00195544,0.00001077
2,004990 KS,,0.00772446,-0.00772446,,-0.00179986,0.00179986,,-21.17203068,21.17203068,0.00242547,,0.00217402,0.00025146
2,007310 KS,,0.0061455,-0.0061455,,0.00001325,-0.00001325,,-2.22816246,2.22816246,0.00052656,,0.0003297,0.00019687
2,012750 KS,,0.0135935,-0.0135935,,-0.00164563,0.00164563,,-11.48553395,11.48553395,0.00265536,,0.00213404,0.00052132
2,033780 KS,,0.08816036,-0.08816036,,-0.01590454,0.01590454,,-15.28551446,15.28551446,0.02171241,,0.01819147,0.00352094
2,051900 KS,,0.11156006,-0.11156006,,0.00792626,-0.00792626,,6.04626273,-6.04626273,0.00107351,,-0.00258548,0.00365899
2,051905 KS,,0.01405289,-0.01405289,,-0.00177417,0.00177417,,-9.33391376,9.33391376,0.00246028,,0.00185697,0.00060331
2,068270 KS,,0.18451174,-0.18451174,,0.11801474,-0.11801474,,71.49958889,-71.49958889,-0.09911813,,-0.10241192,0.00329379
2,068760 KS,,0.0046106,-0.0046106,,0.00574893,-0.00574893,,44.55429084,-44.55429084,-0.004711,,-0.00414965,-0.00056135
2,078930 KS,,0.01886437,-0.01886437,,-0.00771656,0.00771656,,-32.82534759,32.82534759,0.00927816,,0.00857977,0.00069838
2,084990 KS,,0.013612,-0.013612,,-0.00297393,0.00297393,,-23.31573584,23.31573584,0.0046058,,0.00423179,0.00037401
2,086900 KS,,0.00715539,-0.00715539,,-0.00669419,0.00669419,,-47.55393609,47.55393609,0.00639546,,0.00565231,0.00074314
2,090430 KS,,0.05194097,-0.05194097,,-0.00913244,0.00913244,,-17.44815279,17.44815279,0.01427948,,0.01248213,0.00179735
2,090435 KS,,0.00572599,-0.00572599,,-0.00240658,0.00240658,,-31.85209311,31.85209311,0.00280161,,0.00254248,0.00025913
2,091990 KS,,0.04164512,-0.04164512,,0.02604389,-0.02604389,,87.45636276,-87.45636276,-0.02181895,,-0.02206273,0.00024378
2,097950 KS,,0.02053833,-0.02053833,,0.00849242,-0.00849242,,43.96743895,-43.96743895,-0.00688642,,-0.00741458,0.00052816
2,1044 HK,,0.06129496,-0.06129496,,0.01373766,-0.01373766,,24.90295712,-24.90295712,-0.00897198,,-0.00865979,-0.00031219
2,1066 HK,,0.03769267,-0.03769267,,0.03096567,-0.03096567,,104.7174684,-104.7174684,-0.02732167,,-0.02716809,-0.00015358
2,1093 HK,,0.11268635,-0.11268635,,0.00483902,-0.00483902,,6.05266318,-6.05266318,0.00295208,,0.00354316,-0.00059108
2,1099 HK,,0.04011438,-0.04011438,,-0.01668046,0.01668046,,-33.81183416,33.81183416,0.01961424,,0.01981424,-0.0002
2,1177 HK,,0.11782551,-0.11782551,,0.0507404,-0.0507404,,49.28939253,-49.28939253,-0.04055429,,-0.03997243,-0.00058185
2,1199 HK,,0.01136064,-0.01136064,,-0.00530238,0.00530238,,-32.67020291,32.67020291,0.00584168,,0.00590465,-0.00006297
2,1216 TT,,0.12650179,-0.12650179,,-0.00115986,0.00115986,,-1.14674515,1.14674515,0.01062597,,0.01273224,-0.00210627
2,1227 TT,,0.00992112,-0.00992112,,-0.00029046,0.00029046,,-3.82686887,3.82686887,0.00106878,,0.00123901,-0.00017023
2,128940 KS,,0.01564173,-0.01564173,,-0.00370617,0.00370617,,-19.89288516,19.89288516,0.00477323,,0.00416528,0.00060795
2,144 HK,,0.02044714,-0.02044714,,-0.00679718,0.00679718,,-26.07879849,26.07879849,0.00791215,,0.00802324,-0.00011109
2,151 HK,,0.04205644,-0.04205644,,-0.00907592,0.00907592,,-18.52733954,18.52733954,0.01229626,,0.01253207,-0.00023581
2,152 HK,,0.02060984,-0.02060984,,-0.00359597,0.00359597,,-17.46519909,17.46519909,0.00537642,,0.00548831,-0.0001119
2,1530 HK,,0.01718039,-0.01718039,,0.00311628,-0.00311628,,16.45436025,-16.45436025,-0.00143958,,-0.00136191,-0.00007767
2,1548 HK,,0.02121409,-0.02121409,,-0.0022035,0.0022035,,-9.03629839,9.03629839,0.00359962,,0.00370038,-0.00010076
2,1579 HK,,0.04119617,-0.04119617,,0.0338234,-0.0338234,,113.5108763,-113.5108763,-0.02987889,,-0.02969523,-0.00018366
2,168 HK,,0.02734682,-0.02734682,,0.01030057,-0.01030057,,30.31267938,-30.31267938,-0.0070068,,-0.00688154,-0.00012526
2,177 HK,,0.01612511,-0.01612511,,-0.00205244,0.00205244,,-12.28752937,12.28752937,0.00332422,,0.00340861,-0.00008438
2,1789 HK,,0.00322743,-0.00322743,,0.00133306,-0.00133306,,10.73934773,-10.73934773,-0.00060639,,-0.00060595,-0.00000044
2,1797 HK,,0.00271516,-0.00271516,,0.0031968,-0.0031968,,33.01778634,-33.01778634,-0.0025452,,-0.00254501,-0.00000019
2,1801 HK,,0.04872321,-0.04872321,,0.03411426,-0.03411426,,102.193876,-102.193876,-0.02879731,,-0.02857695,-0.00022036
2,1833 HK,,0.04280863,-0.04280863,,0.0332499,-0.0332499,,121.5704644,-121.5704644,-0.02883376,,-0.02868029,-0.00015347
2,1876 HK,,0.04620744,-0.04620744,,-0.0017032,0.0017032,,-5.29659595,5.29659595,0.00542066,,0.00566805,-0.00024739
2,2002 JP,,0.03472696,-0.03472696,,-0.00493417,0.00493417,,-14.07250671,14.07250671,0.00768155,,0.00833458,-0.00065303
2,2005 HK,,0.01276249,-0.01276249,,-0.00245692,0.00245692,,-16.29789283,16.29789283,0.00320436,,0.00327555,-0.00007119
2,200596 CH,,0.0030889,-0.0030889,,-0.00040554,0.00040554,,-2.89009373,2.89009373,0.00107305,,0.00107324,-0.00000019
2,207940 KS,,0.08520671,-0.08520671,,0.04659072,-0.04659072,,67.2376468,-67.2376468,-0.03864261,,-0.0403348,0.0016922
2,2127 JP,,0.01785132,-0.01785132,,0.00908536,-0.00908536,,14.39167623,-14.39167623,-0.0050732,,-0.00461706,-0.00045613
2,2181 JP,,0.02637487,-0.02637487,,-0.00888223,0.00888223,,-25.39385388,25.39385388,0.01123724,,0.01162111,-0.00038387
2,2186 HK,,0.00846368,-0.00846368,,0.00007,-0.00007,,-10.94720179,10.94720179,0.00080501,,0.00084872,-0.00004371
2,2196 HK,,0.01880354,-0.01880354,,0.00988019,-0.00988019,,55.42636033,-55.42636033,-0.00770061,,-0.00760694,-0.00009366
2,220 HK,,0.01471402,-0.01471402,,0.00055755,-0.00055755,,4.96508349,-4.96508349,0.00034566,,0.00041921,-0.00007355
2,2212 JP,,0.02449571,-0.02449571,,-0.00057663,0.00057663,,-6.42879321,6.42879321,0.00308565,,0.00327659,-0.00019094
2,2229 JP,,0.02595459,-0.02595459,,-0.00229726,0.00229726,,-10.87596245,10.87596245,0.00489848,,0.0051667,-0.00026822
2,2267 JP,,0.07544715,-0.07544715,,0.00901005,-0.00901005,,8.77561685,-8.77561685,-0.00071477,,-0.00024779,-0.00046698
2,2269 HK,,0.12822247,-0.12822247,,0.05860756,-0.05860756,,55.40465375,-55.40465375,-0.04531228,,-0.04468924,-0.00062305
2,2269 JP,,0.0889454,-0.0889454,,0.01781247,-0.01781247,,18.29013742,-18.29013742,-0.00872122,,-0.00803863,-0.00068258
2,2282 JP,,0.03421269,-0.03421269,,-0.00026751,0.00026751,,-1.00127658,1.00127658,0.00289136,,0.00357767,-0.00068631
2,2319 HK,,0.11468346,-0.11468346,,0.0172251,-0.0172251,,14.21189532,-14.21189532,-0.00659852,,-0.00598454,-0.00061398
2,2331 JP,,0.03859837,-0.03859837,,-0.00447359,0.00447359,,-13.59495706,13.59495706,0.0081996,,0.00876339,-0.00056379
2,2359 HK,,0.02481063,-0.02481063,,0.01357869,-0.01357869,,69.73843052,-69.73843052,-0.01198594,,-0.01187437,-0.00011157
2,2502 JP,,0.15236606,-0.15236606,,-0.04183968,0.04183968,,-24.36839647,24.36839647,0.05442226,,0.05682075,-0.00239849
2,2503 JP,,0.18532401,-0.18532401,,-0.01503575,0.01503575,,-9.37851814,9.37851814,0.03200138,,0.03328881,-0.00128744
2,2579 JP,,0.02868116,-0.02868116,,-0.01143366,0.01143366,,-34.14781029,34.14781029,0.01358986,,0.01400323,-0.00041337
2,2587 JP,,0.06054643,-0.06054643,,-0.00262136,0.00262136,,-4.95854357,4.95854357,0.00753117,,0.0081447,-0.00061353
2,2593 JP,,0.0082012,-0.0082012,,0.00052216,-0.00052216,,1.75480181,-1.75480181,0.00128412,,0.00146601,-0.00018188
2,271560 KS,,0.0255597,-0.0255597,,0.00737207,-0.00737207,,27.66810993,-27.66810993,-0.00468886,,-0.00543203,0.00074317
2,2784 JP,,0.04105379,-0.04105379,,0.00168901,-0.00168901,,2.09768796,-2.09768796,0.00217934,,0.0023748,-0.00019545
2,2801 JP,,0.07458205,-0.07458205,,-0.00362932,0.00362932,,-6.9108718,6.9108718,0.00985749,,0.01108199,-0.0012245
2,2802 JP,,0.08413395,-0.08413395,,-0.00157452,0.00157452,,-2.39648639,2.39648639,0.00812404,,0.00913196,-0.00100792
2,2875 JP,,0.04635956,-0.04635956,,0.01806144,-0.01806144,,39.73485706,-39.73485706,-0.01278604,,-0.01223954,-0.0005465
2,288 HK,0.57337784,0.10096845,0.47240939,-0.02331676,-0.0052828,-0.01803396,-3.31133587,-3.31133587,0,-0.0519102,,-0.05435094,0.00244074
2,2897 JP,,0.05693304,-0.05693304,,0.01111763,-0.01111763,,20.13319918,-20.13319918,-0.00616128,,-0.00526525,-0.00089604
2,291 HK,,0.08194452,-0.08194452,,0.01649576,-0.01649576,,17.23079651,-17.23079651,-0.00816787,,-0.00774181,-0.00042605
2,2914 JP,0.37810918,0.25838238,0.11972679,-0.06607624,-0.0472795,-0.01879674,-16.7550164,-16.7550164,0,-0.0281605,,-0.02950264,0.00134215
2,300003 C2,,0.0062009,-0.0062009,,0.00170104,-0.00170104,,33.49853428,-33.49853428,-0.00122111,,-0.00126575,0.00004464
2,300012 C2,,0.00168563,-0.00168563,,0.0007302,-0.0007302,,59.02952456,-59.02952456,-0.00071874,,-0.00072774,0.000009
2,300015 C2,,0.01326392,-0.01326392,,0.00550061,-0.00550061,,48.72088811,-48.72088811,-0.00452079,,-0.00453141,0.00001062
2,300026 C2,,0.00037516,-0.00037516,,0.00019973,-0.00019973,,14.73185203,-14.73185203,-0.0001127,,-0.00008273,-0.00002997
2,300122 C2,,0.01004649,-0.01004649,,0.01189787,-0.01189787,,174.2098819,-174.2098819,-0.01077196,,-0.01073926,-0.0000327
2,300142 C2,,0.00547874,-0.00547874,,0.00461398,-0.00461398,,98.49311668,-98.49311668,-0.00403748,,-0.00403775,0.00000026
2,300146 C2,,0.00270861,-0.00270861,,0.00096318,-0.00096318,,40.89611794,-40.89611794,-0.00073147,,-0.00074442,0.00001295
2,300347 C2,,0.0055781,-0.0055781,,0.00315959,-0.00315959,,76.07688802,-76.07688802,-0.00282086,,-0.00284223,0.00002137
2,300357 C2,,0.00249777,-0.00249777,,0.00082944,-0.00082944,,37.67366264,-37.67366264,-0.00063478,,-0.00064149,0.00000671
2,300482 C2,,0.00073437,-0.00073437,,0.00030676,-0.00030676,,11.44977131,-11.44977131,-0.0001461,,-0.00008819,-0.00005792
2,300498 C2,,0.01543798,-0.01543798,,-0.00249988,0.00249988,,-11.30702458,11.30702458,0.00328941,,0.0031634,0.000126
2,300529 C2,,0.00408814,-0.00408814,,0.00269428,-0.00269428,,95.40999066,-95.40999066,-0.00233829,,-0.00235034,0.00001205
2,300558 C2,,0.00348094,-0.00348094,,0.00274715,-0.00274715,,112.1499072,-112.1499072,-0.00247947,,-0.00247322,-0.00000625
2,300595 C2,,0.00254519,-0.00254519,,0.00184278,-0.00184278,,101.8138921,-101.8138921,-0.00163249,,-0.00162518,-0.00000731
2,300601 C2,,0.00765009,-0.00765009,,0.00684672,-0.00684672,,132.0777115,-132.0777115,-0.00618358,,-0.00620732,0.00002374
2,300676 C2,,0.00383342,-0.00383342,,0.00350286,-0.00350286,,135.2955339,-135.2955339,-0.00314679,,-0.00314082,-0.00000597
2,300760 C2,,0.02096818,-0.02096818,,0.01198128,-0.01198128,,89.85671614,-89.85671614,-0.00922026,,-0.00929821,0.00007795
2,3038 JP,,0.00951577,-0.00951577,,0.00664418,-0.00664418,,19.92029234,-19.92029234,-0.00450653,,-0.00427255,-0.00023398
2,322 HK,,0.03772947,-0.03772947,,0.00116897,-0.00116897,,5.78920845,-5.78920845,0.00098021,,0.0011711,-0.00019089
2,3320 HK,,0.01215688,-0.01215688,,-0.00586733,0.00586733,,-33.93644512,33.93644512,0.00628357,,0.00634773,-0.00006416
2,3331 HK,,0.00336492,-0.00336492,,0.00385967,-0.00385967,,33.76141325,-33.76141325,-0.00309445,,-0.00309425,-0.0000002
2,3382 JP,,0.2862027,-0.2862027,,-0.03448266,0.03448266,,-11.18752038,11.18752038,0.0547174,,0.05733668,-0.00261928
2,345 HK,,0.02288765,-0.02288765,,0.00039847,-0.00039847,,2.12768892,-2.12768892,0.00018765,,0.00034346,-0.00015581
2,3692 HK,,0.02191336,-0.02191336,,0.00832755,-0.00832755,,45.55353907,-45.55353907,-0.00641645,,-0.00630465,-0.0001118
2,3769 JP,,0.03814145,-0.03814145,,0.01998876,-0.01998876,,57.78374248,-57.78374248,-0.01533438,,-0.015128,-0.00020639
2,3799 HK,,0.01483347,-0.01483347,,-0.00278669,0.00278669,,-15.97476009,15.97476009,0.00372448,,0.00380359,-0.00007911
2,4151 JP,,0.0659866,-0.0659866,,0.00586573,-0.00586573,,8.0263665,-8.0263665,-0.00004942,,0.00122628,-0.0012757
